source_id,source_name,dest_id,dest_name,distance_km,mean_travel_time_min,std_travel_time_min,hod,is_peak_morning,is_peak_evening,is_off_peak,is_monsoon,quarter,speed_proxy,src_it,dst_it,src_commercial,src_residential,src_industrial,dst_commercial,dst_residential,dst_industrial,hod_sin,hod_cos
6,Hebbal,11,HSR Layout,19.2,68.27,16.48,18,0,1,0,0,4,16.8742,0,0,0,1,0,1,0,0,-1.0,-0.0
6,Hebbal,11,HSR Layout,19.2,32.67,7.12,23,0,0,1,0,4,35.2617,0,0,0,1,0,1,0,0,-0.258819,0.965926
6,Hebbal,7,Electronic City,27.57,23.5,4.5,2,0,0,1,0,4,70.3915,0,1,0,1,0,0,0,0,0.5,0.866025
6,Hebbal,7,Electronic City,27.57,41.44,10.31,7,1,0,0,0,4,39.918,0,1,0,1,0,0,0,0,0.965926,-0.258819
6,Hebbal,7,Electronic City,27.57,57.11,10.42,12,0,0,1,0,4,28.9652,0,1,0,1,0,0,0,0,0.0,-1.0
6,Hebbal,7,Electronic City,27.57,68.19,19.46,17,0,1,0,0,4,24.2587,0,1,0,1,0,0,0,0,-0.965926,-0.258819
6,Hebbal,7,Electronic City,27.57,43.36,8.06,22,0,0,1,0,4,38.1504,0,1,0,1,0,0,0,0,-0.5,0.866025
6,Hebbal,12,Bannerghatta Rd,19.85,31.92,5.07,0,0,0,1,0,4,37.312,0,0,0,1,0,0,1,0,0.0,1.0
6,Hebbal,12,Bannerghatta Rd,19.85,31.57,5.48,5,0,0,1,0,4,37.7257,0,0,0,1,0,0,1,0,0.965926,0.258819
6,Hebbal,12,Bannerghatta Rd,19.85,61.38,15.78,10,1,0,0,0,4,19.4037,0,0,0,1,0,0,1,0,0.5,-0.866025
6,Hebbal,12,Bannerghatta Rd,19.85,62.56,11.55,15,0,0,1,0,4,19.0377,0,0,0,1,0,0,1,0,-0.707107,-0.707107
6,Hebbal,12,Bannerghatta Rd,19.85,60.04,11.22,20,0,1,0,0,4,19.8368,0,0,0,1,0,0,1,0,-0.866025,0.5
6,Hebbal,1,Marathahalli,19.38,30.05,6.35,0,0,0,1,0,4,38.6955,0,1,0,1,0,0,0,0,0.0,1.0
6,Hebbal,1,Marathahalli,19.38,32.3,6.51,5,0,0,1,0,4,36.0,0,1,0,1,0,0,0,0,0.965926,0.258819
6,Hebbal,1,Marathahalli,19.38,52.34,14.52,10,1,0,0,0,4,22.2163,0,1,0,1,0,0,0,0,0.5,-0.866025
6,Hebbal,1,Marathahalli,19.38,45.83,10.09,15,0,0,1,0,4,25.372,0,1,0,1,0,0,0,0,-0.707107,-0.707107
6,Hebbal,1,Marathahalli,19.38,46.61,13.05,20,0,1,0,0,4,24.9474,0,1,0,1,0,0,0,0,-0.866025,0.5
5,Indiranagar,9,Rajajinagar,11.6,25.42,5.79,4,0,0,1,0,4,27.38,0,0,1,0,0,0,1,0,0.866025,0.5
5,Indiranagar,9,Rajajinagar,11.6,41.36,10.74,9,1,0,0,0,4,16.8279,0,0,1,0,0,0,1,0,0.707107,-0.707107
5,Indiranagar,9,Rajajinagar,11.6,47.24,9.7,14,0,0,1,0,4,14.7333,0,0,1,0,0,0,1,0,-0.5,-0.866025
5,Indiranagar,9,Rajajinagar,11.6,51.51,10.68,19,0,1,0,0,4,13.5119,0,0,1,0,0,0,1,0,-0.965926,0.258819
5,Indiranagar,8,Jayanagar,12.76,16.28,8.97,4,0,0,1,0,4,47.027,0,0,1,0,0,0,1,0,0.866025,0.5
5,Indiranagar,8,Jayanagar,12.76,33.82,9.77,9,1,0,0,0,4,22.6375,0,0,1,0,0,0,1,0,0.707107,-0.707107
5,Indiranagar,8,Jayanagar,12.76,31.33,6.95,14,0,0,1,0,4,24.4366,0,0,1,0,0,0,1,0,-0.5,-0.866025
5,Indiranagar,8,Jayanagar,12.76,41.08,12.34,19,0,1,0,0,4,18.6368,0,0,1,0,0,0,1,0,-0.965926,0.258819
5,Indiranagar,15,Banashankari,16.2,27.15,6.87,0,0,0,1,0,4,35.8011,0,0,1,0,0,0,1,0,0.0,1.0
5,Indiranagar,15,Banashankari,16.2,24.79,6.88,5,0,0,1,0,4,39.2094,0,0,1,0,0,0,1,0,0.965926,0.258819
5,Indiranagar,15,Banashankari,16.2,47.76,13.66,10,1,0,0,0,4,20.3518,0,0,1,0,0,0,1,0,0.5,-0.866025
5,Indiranagar,15,Banashankari,16.2,51.68,15.54,15,0,0,1,0,4,18.808,0,0,1,0,0,0,1,0,-0.707107,-0.707107
5,Indiranagar,15,Banashankari,16.2,45.76,10.03,20,0,1,0,0,4,21.2413,0,0,1,0,0,0,1,0,-0.866025,0.5
5,Indiranagar,4,Koramangala,6.0,14.44,6.17,1,0,0,1,0,4,24.9307,0,0,1,0,0,1,0,0,0.258819,0.965926
5,Indiranagar,4,Koramangala,6.0,13.54,4.32,6,0,0,1,0,4,26.5879,0,0,1,0,0,1,0,0,1.0,0.0
5,Indiranagar,4,Koramangala,6.0,26.27,8.97,11,0,0,1,0,4,13.7038,0,0,1,0,0,1,0,0,0.258819,-0.965926
5,Indiranagar,4,Koramangala,6.0,26.95,8.58,16,0,0,1,0,4,13.3581,0,0,1,0,0,1,0,0,-0.866025,-0.5
5,Indiranagar,4,Koramangala,6.0,21.97,6.61,21,0,0,1,0,4,16.386,0,0,1,0,0,1,0,0,-0.707107,0.707107
5,Indiranagar,10,BTM Layout,15.75,21.14,6.22,1,0,0,1,0,4,44.702,0,0,1,0,0,0,1,0,0.258819,0.965926
5,Indiranagar,10,BTM Layout,15.75,20.32,5.82,6,0,0,1,0,4,46.5059,0,0,1,0,0,0,1,0,1.0,0.0
5,Indiranagar,10,BTM Layout,15.75,39.52,9.66,11,0,0,1,0,4,23.9119,0,0,1,0,0,0,1,0,0.258819,-0.965926
5,Indiranagar,10,BTM Layout,15.75,43.28,11.21,16,0,0,1,0,4,21.8346,0,0,1,0,0,0,1,0,-0.866025,-0.5
5,Indiranagar,10,BTM Layout,15.75,34.36,8.5,21,0,0,1,0,4,27.5029,0,0,1,0,0,0,1,0,-0.707107,0.707107
5,Indiranagar,13,Sarjapur Road,14.73,18.31,5.42,2,0,0,1,0,4,48.2687,0,1,1,0,0,0,0,0,0.5,0.866025
5,Indiranagar,13,Sarjapur Road,14.73,28.58,8.47,7,1,0,0,0,4,30.9237,0,1,1,0,0,0,0,0,0.965926,-0.258819
5,Indiranagar,13,Sarjapur Road,14.73,29.73,8.12,12,0,0,1,0,4,29.7275,0,1,1,0,0,0,0,0,0.0,-1.0
5,Indiranagar,13,Sarjapur Road,14.73,36.56,12.77,17,0,1,0,0,4,24.174,0,1,1,0,0,0,0,0,-0.965926,-0.258819
5,Indiranagar,13,Sarjapur Road,14.73,24.61,8.12,22,0,0,1,0,4,35.9122,0,1,1,0,0,0,0,0,-0.5,0.866025
5,Indiranagar,0,Whitefield,14.58,17.47,6.06,0,0,0,1,0,4,50.0744,0,1,1,0,0,0,0,0,0.0,1.0
5,Indiranagar,0,Whitefield,14.58,17.68,5.58,5,0,0,1,0,4,49.4796,0,1,1,0,0,0,0,0,0.965926,0.258819
5,Indiranagar,0,Whitefield,14.58,35.22,11.1,10,1,0,0,0,4,24.8382,0,1,1,0,0,0,0,0,0.5,-0.866025
5,Indiranagar,0,Whitefield,14.58,33.75,9.04,15,0,0,1,0,4,25.92,0,1,1,0,0,0,0,0,-0.707107,-0.707107
5,Indiranagar,0,Whitefield,14.58,35.2,10.86,20,0,1,0,0,4,24.8523,0,1,1,0,0,0,0,0,-0.866025,0.5
5,Indiranagar,11,HSR Layout,9.51,21.01,6.89,0,0,0,1,0,4,27.1585,0,0,1,0,0,1,0,0,0.0,1.0
5,Indiranagar,11,HSR Layout,9.51,18.67,7.17,5,0,0,1,0,4,30.5624,0,0,1,0,0,1,0,0,0.965926,0.258819
5,Indiranagar,11,HSR Layout,9.51,37.58,12.42,10,1,0,0,0,4,15.1836,0,0,1,0,0,1,0,0,0.5,-0.866025
5,Indiranagar,11,HSR Layout,9.51,31.59,7.16,15,0,0,1,0,4,18.0627,0,0,1,0,0,1,0,0,-0.707107,-0.707107
5,Indiranagar,11,HSR Layout,9.51,36.73,10.79,20,0,1,0,0,4,15.535,0,0,1,0,0,1,0,0,-0.866025,0.5
5,Indiranagar,7,Electronic City,18.78,20.25,7.43,4,0,0,1,0,4,55.6444,0,1,1,0,0,0,0,0,0.866025,0.5
5,Indiranagar,7,Electronic City,18.78,42.19,15.23,9,1,0,0,0,4,26.7078,0,1,1,0,0,0,0,0,0.707107,-0.707107
5,Indiranagar,7,Electronic City,18.78,34.97,9.64,14,0,0,1,0,4,32.2219,0,1,1,0,0,0,0,0,-0.5,-0.866025
5,Indiranagar,7,Electronic City,18.78,54.39,19.23,19,0,1,0,0,4,20.717,0,1,1,0,0,0,0,0,-0.965926,0.258819
5,Indiranagar,12,Bannerghatta Rd,14.07,26.69,6.6,2,0,0,1,0,4,31.6298,0,0,1,0,0,0,1,0,0.5,0.866025
5,Indiranagar,12,Bannerghatta Rd,14.07,34.62,7.18,7,1,0,0,0,4,24.3847,0,0,1,0,0,0,1,0,0.965926,-0.258819
5,Indiranagar,12,Bannerghatta Rd,14.07,51.13,10.1,12,0,0,1,0,4,16.5109,0,0,1,0,0,0,1,0,0.0,-1.0
5,Indiranagar,12,Bannerghatta Rd,14.07,73.89,19.97,17,0,1,0,0,4,11.4251,0,0,1,0,0,0,1,0,-0.965926,-0.258819
5,Indiranagar,12,Bannerghatta Rd,14.07,39.3,9.37,22,0,0,1,0,4,21.4809,0,0,1,0,0,0,1,0,-0.5,0.866025
5,Indiranagar,1,Marathahalli,8.1,15.45,4.83,2,0,0,1,0,4,31.4563,0,1,1,0,0,0,0,0,0.5,0.866025
5,Indiranagar,1,Marathahalli,8.1,23.84,6.91,7,1,0,0,0,4,20.3859,0,1,1,0,0,0,0,0,0.965926,-0.258819
5,Indiranagar,1,Marathahalli,8.1,23.7,6.25,12,0,0,1,0,4,20.5063,0,1,1,0,0,0,0,0,0.0,-1.0
5,Indiranagar,1,Marathahalli,8.1,27.34,8.79,17,0,1,0,0,4,17.7762,0,1,1,0,0,0,0,0,-0.965926,-0.258819
5,Indiranagar,1,Marathahalli,8.1,20.13,6.6,22,0,0,1,0,4,24.1431,0,1,1,0,0,0,0,0,-0.5,0.866025
14,MG Road,9,Rajajinagar,7.81,17.38,5.18,0,0,0,1,0,4,26.962,0,0,1,0,0,0,1,0,0.0,1.0
14,MG Road,9,Rajajinagar,7.81,17.3,5.58,5,0,0,1,0,4,27.0867,0,0,1,0,0,0,1,0,0.965926,0.258819
14,MG Road,9,Rajajinagar,7.81,28.36,7.2,10,1,0,0,0,4,16.5233,0,0,1,0,0,0,1,0,0.5,-0.866025
14,MG Road,9,Rajajinagar,7.81,32.96,9.8,15,0,0,1,0,4,14.2172,0,0,1,0,0,0,1,0,-0.707107,-0.707107
14,MG Road,9,Rajajinagar,7.81,32.22,7.54,20,0,1,0,0,4,14.5438,0,0,1,0,0,0,1,0,-0.866025,0.5
14,MG Road,8,Jayanagar,8.97,10.53,4.19,0,0,0,1,0,4,51.1111,0,0,1,0,0,0,1,0,0.0,1.0
14,MG Road,8,Jayanagar,8.97,10.37,5.73,5,0,0,1,0,4,51.8997,0,0,1,0,0,0,1,0,0.965926,0.258819
14,MG Road,8,Jayanagar,8.97,17.36,4.7,10,1,0,0,0,4,31.0023,0,0,1,0,0,0,1,0,0.5,-0.866025
14,MG Road,8,Jayanagar,8.97,18.23,5.67,15,0,0,1,0,4,29.5228,0,0,1,0,0,0,1,0,-0.707107,-0.707107
14,MG Road,8,Jayanagar,8.97,19.4,6.7,20,0,1,0,0,4,27.7423,0,0,1,0,0,0,1,0,-0.866025,0.5
14,MG Road,15,Banashankari,12.41,19.3,5.95,1,0,0,1,0,4,38.5803,0,0,1,0,0,0,1,0,0.258819,0.965926
14,MG Road,15,Banashankari,12.41,20.27,6.39,6,0,0,1,0,4,36.7341,0,0,1,0,0,0,1,0,1.0,0.0
14,MG Road,15,Banashankari,12.41,30.02,6.68,11,0,0,1,0,4,24.8035,0,0,1,0,0,0,1,0,0.258819,-0.965926
14,MG Road,15,Banashankari,12.41,32.88,9.63,16,0,0,1,0,4,22.646,0,0,1,0,0,0,1,0,-0.866025,-0.5
14,MG Road,15,Banashankari,12.41,29.01,7.68,21,0,0,1,0,4,25.667,0,0,1,0,0,0,1,0,-0.707107,0.707107
14,MG Road,4,Koramangala,5.99,9.26,3.6,2,0,0,1,0,4,38.8121,0,0,1,0,0,1,0,0,0.5,0.866025
14,MG Road,4,Koramangala,5.99,14.29,4.67,7,1,0,0,0,4,25.1505,0,0,1,0,0,1,0,0,0.965926,-0.258819
14,MG Road,4,Koramangala,5.99,19.05,5.69,12,0,0,1,0,4,18.8661,0,0,1,0,0,1,0,0,0.0,-1.0
14,MG Road,4,Koramangala,5.99,22.38,8.21,17,0,1,0,0,4,16.059,0,0,1,0,0,1,0,0,-0.965926,-0.258819
14,MG Road,4,Koramangala,5.99,15.91,5.3,22,0,0,1,0,4,22.5896,0,0,1,0,0,1,0,0,-0.5,0.866025
14,MG Road,10,BTM Layout,13.32,13.73,4.84,2,0,0,1,0,4,58.2083,0,0,1,0,0,0,1,0,0.5,0.866025
14,MG Road,10,BTM Layout,13.32,16.35,5.36,7,1,0,0,0,4,48.8807,0,0,1,0,0,0,1,0,0.965926,-0.258819
14,MG Road,10,BTM Layout,13.32,26.59,6.88,12,0,0,1,0,4,30.0564,0,0,1,0,0,0,1,0,0.0,-1.0
14,MG Road,10,BTM Layout,13.32,34.19,10.66,17,0,1,0,0,4,23.3753,0,0,1,0,0,0,1,0,-0.965926,-0.258819
14,MG Road,10,BTM Layout,13.32,21.14,7.19,22,0,0,1,0,4,37.8051,0,0,1,0,0,0,1,0,-0.5,0.866025
14,MG Road,13,Sarjapur Road,14.72,18.91,5.44,3,0,0,1,0,4,46.7054,0,1,1,0,0,0,0,0,0.707107,0.707107
14,MG Road,13,Sarjapur Road,14.72,39.9,13.93,8,1,0,0,0,4,22.1353,0,1,1,0,0,0,0,0,0.866025,-0.5
14,MG Road,13,Sarjapur Road,14.72,34.12,8.17,13,0,0,1,0,4,25.8851,0,1,1,0,0,0,0,0,-0.258819,-0.965926
14,MG Road,13,Sarjapur Road,14.72,48.32,15.21,18,0,1,0,0,4,18.2781,0,1,1,0,0,0,0,0,-1.0,-0.0
14,MG Road,13,Sarjapur Road,14.72,23.57,7.13,23,0,0,1,0,4,37.4714,0,1,1,0,0,0,0,0,-0.258819,0.965926
14,MG Road,0,Whitefield,17.51,23.64,6.28,1,0,0,1,0,4,44.4416,0,1,1,0,0,0,0,0,0.258819,0.965926
14,MG Road,0,Whitefield,17.51,31.81,8.68,6,0,0,1,0,4,33.0273,0,1,1,0,0,0,0,0,1.0,0.0
14,MG Road,0,Whitefield,17.51,47.57,11.52,11,0,0,1,0,4,22.0853,0,1,1,0,0,0,0,0,0.258819,-0.965926
14,MG Road,0,Whitefield,17.51,48.76,12.02,16,0,0,1,0,4,21.5463,0,1,1,0,0,0,0,0,-0.866025,-0.5
14,MG Road,0,Whitefield,17.51,41.13,9.93,21,0,0,1,0,4,25.5434,0,1,1,0,0,0,0,0,-0.707107,0.707107
14,MG Road,11,HSR Layout,9.5,15.43,5.24,1,0,0,1,0,4,36.941,0,0,1,0,0,1,0,0,0.258819,0.965926
14,MG Road,11,HSR Layout,9.5,16.97,5.17,6,0,0,1,0,4,33.5887,0,0,1,0,0,1,0,0,1.0,0.0
14,MG Road,11,HSR Layout,9.5,29.42,7.05,11,0,0,1,0,4,19.3746,0,0,1,0,0,1,0,0,0.258819,-0.965926
14,MG Road,11,HSR Layout,9.5,32.04,8.34,16,0,0,1,0,4,17.7903,0,0,1,0,0,1,0,0,-0.866025,-0.5
14,MG Road,11,HSR Layout,9.5,29.88,7.37,21,0,0,1,0,4,19.0763,0,0,1,0,0,1,0,0,-0.707107,0.707107
14,MG Road,7,Electronic City,18.76,17.46,7.06,0,0,0,1,0,4,64.4674,0,1,1,0,0,0,0,0,0.0,1.0
14,MG Road,7,Electronic City,18.76,14.32,5.27,5,0,0,1,0,4,78.6034,0,1,1,0,0,0,0,0,0.965926,0.258819
14,MG Road,7,Electronic City,18.76,28.51,7.5,10,1,0,0,0,4,39.4809,0,1,1,0,0,0,0,0,0.5,-0.866025
14,MG Road,7,Electronic City,18.76,30.22,9.48,15,0,0,1,0,4,37.2469,0,1,1,0,0,0,0,0,-0.707107,-0.707107
14,MG Road,7,Electronic City,18.76,36.87,11.72,20,0,1,0,0,4,30.5289,0,1,1,0,0,0,0,0,-0.866025,0.5
14,MG Road,12,Bannerghatta Rd,10.26,20.7,6.7,3,0,0,1,0,4,29.7391,0,0,1,0,0,0,1,0,0.707107,0.707107
14,MG Road,12,Bannerghatta Rd,10.26,32.13,9.83,8,1,0,0,0,4,19.1597,0,0,1,0,0,0,1,0,0.866025,-0.5
14,MG Road,12,Bannerghatta Rd,10.26,38.37,8.31,13,0,0,1,0,4,16.0438,0,0,1,0,0,0,1,0,-0.258819,-0.965926
14,MG Road,12,Bannerghatta Rd,10.26,63.8,17.3,18,0,1,0,0,4,9.6489,0,0,1,0,0,0,1,0,-1.0,-0.0
14,MG Road,12,Bannerghatta Rd,10.26,25.37,6.26,23,0,0,1,0,4,24.2649,0,0,1,0,0,0,1,0,-0.258819,0.965926
14,MG Road,1,Marathahalli,11.03,16.54,5.64,3,0,0,1,0,4,40.0121,0,1,1,0,0,0,0,0,0.707107,0.707107
14,MG Road,1,Marathahalli,11.03,35.06,11.1,8,1,0,0,0,4,18.8762,0,1,1,0,0,0,0,0,0.866025,-0.5
14,MG Road,1,Marathahalli,11.03,28.64,6.59,13,0,0,1,0,4,23.1075,0,1,1,0,0,0,0,0,-0.258819,-0.965926
14,MG Road,1,Marathahalli,11.03,38.2,12.36,18,0,1,0,0,4,17.3246,0,1,1,0,0,0,0,0,-1.0,-0.0
14,MG Road,1,Marathahalli,11.03,19.74,6.11,23,0,0,1,0,4,33.5258,0,1,1,0,0,0,0,0,-0.258819,0.965926
9,Rajajinagar,3,Yelahanka,16.84,24.91,9.06,2,0,0,1,0,4,40.562,0,0,0,1,0,0,1,0,0.5,0.866025
9,Rajajinagar,3,Yelahanka,16.84,35.03,8.56,7,1,0,0,0,4,28.8438,0,0,0,1,0,0,1,0,0.965926,-0.258819
9,Rajajinagar,3,Yelahanka,16.84,39.01,7.81,12,0,0,1,0,4,25.9011,0,0,0,1,0,0,1,0,0.0,-1.0
9,Rajajinagar,3,Yelahanka,16.84,43.13,9.37,17,0,1,0,0,4,23.4268,0,0,0,1,0,0,1,0,-0.965926,-0.258819
9,Rajajinagar,3,Yelahanka,16.84,34.66,8.67,22,0,0,1,0,4,29.1518,0,0,0,1,0,0,1,0,-0.5,0.866025
9,Rajajinagar,2,Yeshwanthpur,6.35,9.96,5.23,0,0,0,1,0,4,38.253,0,0,0,1,0,0,0,1,0.0,1.0
9,Rajajinagar,2,Yeshwanthpur,6.35,11.24,3.89,5,0,0,1,0,4,33.8968,0,0,0,1,0,0,0,1,0.965926,0.258819
9,Rajajinagar,2,Yeshwanthpur,6.35,16.49,5.63,10,1,0,0,0,4,23.1049,0,0,0,1,0,0,0,1,0.5,-0.866025
9,Rajajinagar,2,Yeshwanthpur,6.35,16.42,4.56,15,0,0,1,0,4,23.2034,0,0,0,1,0,0,0,1,-0.707107,-0.707107
9,Rajajinagar,2,Yeshwanthpur,6.35,15.5,4.86,20,0,1,0,0,4,24.5806,0,0,0,1,0,0,0,1,-0.866025,0.5
9,Rajajinagar,6,Hebbal,11.24,16.17,5.04,2,0,0,1,0,4,41.7069,0,0,0,1,0,0,1,0,0.5,0.866025
9,Rajajinagar,6,Hebbal,11.24,21.2,5.43,7,1,0,0,0,4,31.8113,0,0,0,1,0,0,1,0,0.965926,-0.258819
9,Rajajinagar,6,Hebbal,11.24,25.71,6.55,12,0,0,1,0,4,26.231,0,0,0,1,0,0,1,0,0.0,-1.0
9,Rajajinagar,6,Hebbal,11.24,27.8,6.75,17,0,1,0,0,4,24.259,0,0,0,1,0,0,1,0,-0.965926,-0.258819
9,Rajajinagar,6,Hebbal,11.24,20.76,5.82,22,0,0,1,0,4,32.4855,0,0,0,1,0,0,1,0,-0.5,0.866025
9,Rajajinagar,5,Indiranagar,11.35,25.96,6.69,4,0,0,1,0,4,26.2327,0,0,0,1,0,1,0,0,0.866025,0.5
9,Rajajinagar,5,Indiranagar,11.35,46.66,9.65,9,1,0,0,0,4,14.5949,0,0,0,1,0,1,0,0,0.707107,-0.707107
9,Rajajinagar,5,Indiranagar,11.35,42.07,7.91,14,0,0,1,0,4,16.1873,0,0,0,1,0,1,0,0,-0.5,-0.866025
9,Rajajinagar,5,Indiranagar,11.35,44.4,8.98,19,0,1,0,0,4,15.3378,0,0,0,1,0,1,0,0,-0.965926,0.258819
9,Rajajinagar,14,MG Road,7.49,16.53,5.91,0,0,0,1,0,4,27.1869,0,0,0,1,0,1,0,0,0.0,1.0
9,Rajajinagar,14,MG Road,7.49,18.13,6.02,5,0,0,1,0,4,24.7876,0,0,0,1,0,1,0,0,0.965926,0.258819
9,Rajajinagar,14,MG Road,7.49,33.12,10.62,10,1,0,0,0,4,13.5688,0,0,0,1,0,1,0,0,0.5,-0.866025
9,Rajajinagar,14,MG Road,7.49,27.74,7.72,15,0,0,1,0,4,16.2004,0,0,0,1,0,1,0,0,-0.707107,-0.707107
9,Rajajinagar,14,MG Road,7.49,23.67,7.74,20,0,1,0,0,4,18.9861,0,0,0,1,0,1,0,0,-0.866025,0.5
8,Jayanagar,3,Yelahanka,20.58,27.27,8.56,2,0,0,1,0,4,45.2805,0,0,0,1,0,0,1,0,0.5,0.866025
8,Jayanagar,3,Yelahanka,20.58,38.92,6.84,7,1,0,0,0,4,31.7266,0,0,0,1,0,0,1,0,0.965926,-0.258819
8,Jayanagar,3,Yelahanka,20.58,50.87,8.44,12,0,0,1,0,4,24.2736,0,0,0,1,0,0,1,0,0.0,-1.0
8,Jayanagar,3,Yelahanka,20.58,61.28,14.38,17,0,1,0,0,4,20.1501,0,0,0,1,0,0,1,0,-0.965926,-0.258819
8,Jayanagar,3,Yelahanka,20.58,41.83,10.01,22,0,0,1,0,4,29.5195,0,0,0,1,0,0,1,0,-0.5,0.866025
15,Banashankari,3,Yelahanka,24.11,50.76,8.56,8,1,0,0,0,4,28.4988,0,0,0,1,0,0,1,0,0.866025,-0.5
15,Banashankari,3,Yelahanka,24.11,55.21,7.57,13,0,0,1,0,4,26.2018,0,0,0,1,0,0,1,0,-0.258819,-0.965926
15,Banashankari,3,Yelahanka,24.11,74.58,13.11,18,0,1,0,0,4,19.3966,0,0,0,1,0,0,1,0,-1.0,-0.0
15,Banashankari,3,Yelahanka,24.11,38.33,5.82,23,0,0,1,0,4,37.7407,0,0,0,1,0,0,1,0,-0.258819,0.965926
4,Koramangala,3,Yelahanka,22.49,32.61,14.68,4,0,0,1,0,4,41.3799,0,0,1,0,0,0,1,0,0.866025,0.5
4,Koramangala,3,Yelahanka,22.49,59.78,14.16,9,1,0,0,0,4,22.5728,0,0,1,0,0,0,1,0,0.707107,-0.707107
4,Koramangala,3,Yelahanka,22.49,61.37,9.32,14,0,0,1,0,4,21.9879,0,0,1,0,0,0,1,0,-0.5,-0.866025
4,Koramangala,3,Yelahanka,22.49,70.52,14.18,19,0,1,0,0,4,19.135,0,0,1,0,0,0,1,0,-0.965926,0.258819
8,Jayanagar,2,Yeshwanthpur,14.27,23.25,6.55,0,0,0,1,0,4,36.8258,0,0,0,1,0,0,0,1,0.0,1.0
8,Jayanagar,2,Yeshwanthpur,14.27,22.27,5.57,5,0,0,1,0,4,38.4463,0,0,0,1,0,0,0,1,0.965926,0.258819
8,Jayanagar,2,Yeshwanthpur,14.27,44.26,8.0,10,1,0,0,0,4,19.3448,0,0,0,1,0,0,0,1,0.5,-0.866025
8,Jayanagar,2,Yeshwanthpur,14.27,46.67,8.06,15,0,0,1,0,4,18.3458,0,0,0,1,0,0,0,1,-0.707107,-0.707107
8,Jayanagar,2,Yeshwanthpur,14.27,45.9,9.26,20,0,1,0,0,4,18.6536,0,0,0,1,0,0,0,1,-0.866025,0.5
8,Jayanagar,6,Hebbal,14.98,17.47,4.47,2,0,0,1,0,4,51.4482,0,0,0,1,0,0,1,0,0.5,0.866025
8,Jayanagar,6,Hebbal,14.98,27.3,5.32,7,1,0,0,0,4,32.9231,0,0,0,1,0,0,1,0,0.965926,-0.258819
8,Jayanagar,6,Hebbal,14.98,39.59,8.03,12,0,0,1,0,4,22.7027,0,0,0,1,0,0,1,0,0.0,-1.0
8,Jayanagar,6,Hebbal,14.98,48.16,13.94,17,0,1,0,0,4,18.6628,0,0,0,1,0,0,1,0,-0.965926,-0.258819
8,Jayanagar,6,Hebbal,14.98,27.9,7.09,22,0,0,1,0,4,32.2151,0,0,0,1,0,0,1,0,-0.5,0.866025
15,Banashankari,2,Yeshwanthpur,15.79,31.09,9.39,6,0,0,1,0,4,30.4728,0,0,0,1,0,0,0,1,1.0,0.0
15,Banashankari,2,Yeshwanthpur,15.79,45.65,7.8,11,0,0,1,0,4,20.7536,0,0,0,1,0,0,0,1,0.258819,-0.965926
15,Banashankari,2,Yeshwanthpur,15.79,43.08,6.4,16,0,0,1,0,4,21.9916,0,0,0,1,0,0,0,1,-0.866025,-0.5
8,Jayanagar,5,Indiranagar,11.77,16.73,5.55,4,0,0,1,0,4,42.2116,0,0,0,1,0,1,0,0,0.866025,0.5
8,Jayanagar,5,Indiranagar,11.77,35.38,11.07,9,1,0,0,0,4,19.9604,0,0,0,1,0,1,0,0,0.707107,-0.707107
8,Jayanagar,5,Indiranagar,11.77,31.05,7.23,14,0,0,1,0,4,22.744,0,0,0,1,0,1,0,0,-0.5,-0.866025
8,Jayanagar,5,Indiranagar,11.77,35.31,9.76,19,0,1,0,0,4,20.0,0,0,0,1,0,1,0,0,-0.965926,0.258819
8,Jayanagar,14,MG Road,7.91,9.41,3.61,0,0,0,1,0,4,50.4357,0,0,0,1,0,1,0,0,0.0,1.0
8,Jayanagar,14,MG Road,7.91,8.49,3.38,5,0,0,1,0,4,55.9011,0,0,0,1,0,1,0,0,0.965926,0.258819
8,Jayanagar,14,MG Road,7.91,19.61,6.95,10,1,0,0,0,4,24.2019,0,0,0,1,0,1,0,0,0.5,-0.866025
8,Jayanagar,14,MG Road,7.91,17.91,5.88,15,0,0,1,0,4,26.4992,0,0,0,1,0,1,0,0,-0.707107,-0.707107
8,Jayanagar,14,MG Road,7.91,16.56,5.66,20,0,1,0,0,4,28.6594,0,0,0,1,0,1,0,0,-0.866025,0.5
15,Banashankari,6,Hebbal,18.5,29.04,6.68,3,0,0,1,0,4,38.2231,0,0,0,1,0,0,1,0,0.707107,0.707107
15,Banashankari,6,Hebbal,18.5,41.23,8.25,8,1,0,0,0,4,26.9221,0,0,0,1,0,0,1,0,0.866025,-0.5
15,Banashankari,6,Hebbal,18.5,46.43,9.16,13,0,0,1,0,4,23.907,0,0,0,1,0,0,1,0,-0.258819,-0.965926
15,Banashankari,6,Hebbal,18.5,59.42,13.78,18,0,1,0,0,4,18.6806,0,0,0,1,0,0,1,0,-1.0,-0.0
15,Banashankari,6,Hebbal,18.5,31.01,6.05,23,0,0,1,0,4,35.7949,0,0,0,1,0,0,1,0,-0.258819,0.965926
15,Banashankari,5,Indiranagar,15.3,28.14,5.11,0,0,0,1,0,4,32.6226,0,0,0,1,0,1,0,0,0.0,1.0
15,Banashankari,5,Indiranagar,15.3,28.51,6.55,5,0,0,1,0,4,32.1992,0,0,0,1,0,1,0,0,0.965926,0.258819
